id,ticker,action,severity,rationale,quant_direction,research_verdict,research_confidence,signal_type,price,research_summary,model_used,correlated_at,received_at,telegram_sent,telegram_sent_at,telegram_error,key_findings,risk_factors
150,CSCO,confirmed_bullish,warning,"Quant signal (bullish): MACD (-0.077) crossed above signal line (-0.079). Research verdict agrees with the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",bullish,bullish,0.75,macd_bullish_cross,121.88999938964844,"The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",gemini-flash-lite-latest,2026-08-11T14:41:20.932606+00:00,2026-08-11T14:41:20.941229+00:00,True,2026-08-11T14:41:21.916182+00:00,,"['Cisco has seen building momentum with a 30-day share price return of 8.13% ahead of the upcoming August 12 earnings call.', 'UBS expects Cisco to deliver revenue and earnings above consensus estimates, supported by accelerating demand for AI infrastructure.', 'Recent business developments include the Tech Mahindra Security Service Edge partnership and new emergency calling integration for Webex.']","['Product gross margins have declined in certain prior periods, and Cisco notes that current levels of product gross margin may not be sustainable.', 'Potential fluctuations in demand, changes in sales and implementation cycles, and reduced visibility into customer spending plans.', 'Uncertainties related to inventory commitments and purchase commitments with contract manufacturers and suppliers.']"
151,STX,confirmed_bullish,critical,"Quant signal (bullish): MACD (-0.711) crossed above signal line (-0.715). Research verdict agrees with the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bullish,bullish,0.85,macd_bullish_cross,806.5050048828125,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T14:45:21.015176+00:00,2026-08-11T14:45:21.022071+00:00,True,2026-08-11T14:45:21.971821+00:00,,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
152,BLSH,contradicted,critical,"Quant signal (bullish): MACD (-0.004) crossed above signal line (-0.005). Research verdict CONTRADICTS the technical setup: bearish at 85% confidence -- The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",bullish,bearish,0.85,macd_bullish_cross,24.530000686645508,"The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",gemini-flash-lite-latest,2026-08-11T15:01:21.170038+00:00,2026-08-11T15:01:21.172997+00:00,True,2026-08-11T15:01:22.161444+00:00,,"['BLSH was added to the Zacks Rank #5 (Strong Sell) List on July 24, 2026.', 'The stock has experienced a 39% decline year to date as of late July 2026.', 'Valuation checks continue to lean expensive rather than cheap based on sales.', 'The company does not possess the right combination of key ingredients for a likely earnings beat in its upcoming report.']","['The stock has already fallen about 39% year to date, which could limit further downside if sentiment fully prices in the bad news.', 'Future growth in revenue and cash flows could theoretically support the current price if expectations are exceeded.']"
153,STX,contradicted,critical,"Quant signal (bearish): MACD (0.874) crossed below signal line (0.900). Research verdict CONTRADICTS the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bearish,bullish,0.85,macd_bearish_cross,815.906982421875,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T15:06:21.274070+00:00,2026-08-11T15:06:21.288161+00:00,True,2026-08-11T15:06:22.324445+00:00,,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
154,CSCO,contradicted,warning,"Quant signal (bearish): MACD (0.039) crossed below signal line (0.042). Research verdict CONTRADICTS the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",bearish,bullish,0.75,macd_bearish_cross,121.9749984741211,"The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",gemini-flash-lite-latest,2026-08-11T15:06:21.288161+00:00,2026-08-11T15:06:22.328344+00:00,True,2026-08-11T15:06:23.239014+00:00,,"['Cisco has seen building momentum with a 30-day share price return of 8.13% ahead of the upcoming August 12 earnings call.', 'UBS expects Cisco to deliver revenue and earnings above consensus estimates, supported by accelerating demand for AI infrastructure.', 'Recent business developments include the Tech Mahindra Security Service Edge partnership and new emergency calling integration for Webex.']","['Product gross margins have declined in certain prior periods, and Cisco notes that current levels of product gross margin may not be sustainable.', 'Potential fluctuations in demand, changes in sales and implementation cycles, and reduced visibility into customer spending plans.', 'Uncertainties related to inventory commitments and purchase commitments with contract manufacturers and suppliers.']"
155,MSFT,confirmed_bullish,info,"Quant signal (bullish): MACD (-0.279) crossed above signal line (-0.291). Research verdict agrees with the technical setup: bullish at 60% confidence -- Despite a short-term bearish MACD crossover at 504.02, recent news highlights strong fundamental momentum with Microsoft hitting yearly highs, reporting a record-setting single-day gain of over 15% on July 30, 2026, driven by robust cloud growth forecasts and a custom silicon strategy involving the Maia 300 AI chip. The fundamental backdrop undercuts the bearish technical signal.",bullish,bullish,0.6,macd_bullish_cross,502.8999938964844,"Despite a short-term bearish MACD crossover at 504.02, recent news highlights strong fundamental momentum with Microsoft hitting yearly highs, reporting a record-setting single-day gain of over 15% on July 30, 2026, driven by robust cloud growth forecasts and a custom silicon strategy involving the Maia 300 AI chip. The fundamental backdrop undercuts the bearish technical signal.",gemini-flash-lite-latest,2026-08-11T15:07:21.298389+00:00,2026-08-11T15:07:21.328772+00:00,False,,,"['On July 30, 2026, MSFT shares jumped more than 15% after forecasting stronger-than-expected cloud growth and reaffirming heavy cash generation, adding nearly $450 billion in market value.', 'Microsoft is ramping up its custom silicon strategy by preparing to unveil the Maia 300 AI chip this fall and securing TSMC manufacturing capacity.', 'The stock recently hit its highest level of the year amid a record rally.']","['MACD crossed below the signal line (-0.163 vs -0.033), indicating potential short-term downside or consolidation following a parabolic rally.', ""Annual filings show increasing volatility and negative fluctuations in 'Other, net' income components, such as a net loss of $4,901 million in 2025 compared to $(1,646) million in 2024.""]"
156,CSCO,confirmed_bullish,warning,"Quant signal (bullish): MACD (-0.141) crossed above signal line (-0.145). Research verdict agrees with the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",bullish,bullish,0.75,macd_bullish_cross,120.9749984741211,"The MACD bullish crossover is supported by positive recent news highlighting momentum from AI infrastructure orders, security partnerships like Tech Mahindra, and UBS expectations for an earnings beat ahead of the August 12 report. However, ongoing fundamental risks regarding gross margin sustainability and supply chain impacts temper the outlook.",gemini-flash-lite-latest,2026-08-11T15:29:21.569569+00:00,2026-08-11T15:29:21.577383+00:00,True,2026-08-11T15:29:22.463428+00:00,,"['Cisco has seen building momentum with a 30-day share price return of 8.13% ahead of the upcoming August 12 earnings call.', 'UBS expects Cisco to deliver revenue and earnings above consensus estimates, supported by accelerating demand for AI infrastructure.', 'Recent business developments include the Tech Mahindra Security Service Edge partnership and new emergency calling integration for Webex.']","['Product gross margins have declined in certain prior periods, and Cisco notes that current levels of product gross margin may not be sustainable.', 'Potential fluctuations in demand, changes in sales and implementation cycles, and reduced visibility into customer spending plans.', 'Uncertainties related to inventory commitments and purchase commitments with contract manufacturers and suppliers.']"
157,STX,confirmed_bullish,critical,"Quant signal (bullish): MACD (0.463) crossed above signal line (0.461). Research verdict agrees with the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bullish,bullish,0.85,macd_bullish_cross,822.0850219726562,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T15:30:21.579827+00:00,2026-08-11T15:30:21.581844+00:00,True,2026-08-11T15:30:22.582460+00:00,,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
158,SPCX,confirmed_bullish,warning,"Quant signal (bullish): MACD (-0.124) crossed above signal line (-0.128). Research verdict agrees with the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",bullish,bullish,0.75,macd_bullish_cross,134.36500549316406,"The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",gemini-flash-lite-latest,2026-08-11T15:41:21.661071+00:00,2026-08-11T15:41:21.668464+00:00,True,2026-08-11T15:41:22.553005+00:00,,"['Stock rebounded 21.1% over the past week following a prior 24.5% monthly decline.', 'Starlink growth is profitable and AI gains are fast, supported by heavy spending on AI and telecom infrastructure.', 'ARK Invest noted a $28.5 trillion total addressable market outlined in IPO filings.', 'Net cash from financing activities increased by $91,092 million for the six months ended June 30, 2026, driven by IPO proceeds and the SpaceX Notes.']","['Valuation checks currently lean expensive, putting the recent rebound under scrutiny.', 'Heavy spending on AI and telecom infrastructure keeps risks high.', 'Extinguishment of certain debts resulted in a loss on extinguishment of $1,526 million recorded in Other income (expense), net.']"
159,BLSH,contradicted,critical,"Quant signal (bullish): MACD (-0.021) crossed above signal line (-0.022). Research verdict CONTRADICTS the technical setup: bearish at 85% confidence -- The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",bullish,bearish,0.85,macd_bullish_cross,24.200000762939453,"The bearish MACD crossover aligns with negative fundamental sentiment and recent ratings downgrades for Bullish (BLSH). News articles indicate the stock was added to the Zacks Rank #5 Strong Sell list on July 24, 2026, and point out that valuation remains expensive relative to sales despite a 39% year-to-date decline. Additionally, reports suggest the company lacks the right combination of ingredients for an upcoming earnings beat.",gemini-flash-lite-latest,2026-08-11T15:43:21.714291+00:00,2026-08-11T15:43:21.714291+00:00,False,,Exhausted 3 retries: Timed out,"['BLSH was added to the Zacks Rank #5 (Strong Sell) List on July 24, 2026.', 'The stock has experienced a 39% decline year to date as of late July 2026.', 'Valuation checks continue to lean expensive rather than cheap based on sales.', 'The company does not possess the right combination of key ingredients for a likely earnings beat in its upcoming report.']","['The stock has already fallen about 39% year to date, which could limit further downside if sentiment fully prices in the bad news.', 'Future growth in revenue and cash flows could theoretically support the current price if expectations are exceeded.']"
160,ORCL,confirmed_bearish,critical,"Quant signal (bearish): MACD (0.067) crossed below signal line (0.070). Research verdict agrees with the technical setup: bearish at 85% confidence -- Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",bearish,bearish,0.85,macd_bearish_cross,145.00999450683594,"Recent news headlines citing Michael Burry re-entering ORCL put options and shorts, alongside a price target cut by UBS due to AI spending concerns and exposure to OpenAI, align directly with the technical MACD bearish cross. Furthermore, 10-K risk factors explicitly highlight potential stock price volatility and dilution risks related to the ATM program and convertible preferred stock.",gemini-flash-lite-latest,2026-08-11T15:48:22.556883+00:00,2026-08-11T15:48:22.564986+00:00,False,,Exhausted 3 retries: Timed out,"['Investor Michael Burry re-entered ORCL puts and short positions following an earlier wind-down.', 'UBS lowered its Oracle price target from $285 to $245, citing risks regarding rising AI infrastructure spending, returns on invested capital, credit markets, and OpenAI exposure.', 'The 2026 10-K notes that stock price volatility and investment value losses can be affected by public announcements concerning AI advancements, data center capacity, and strategic transactions.']","['Conversion of 6.50% Series D Mandatory Convertible Preferred Stock and share issuances under the ATM Program may dilute common stock ownership.', 'Timing of announcements regarding new cloud services, AI advancements, and technological advances could induce stock price volatility.']"
161,BABA,confirmed_bearish,warning,"Quant signal (bearish): MACD (-0.029) crossed below signal line (-0.028). Research verdict agrees with the technical setup: bearish at 70% confidence -- The bearish MACD crossover aligns with recent downward price pressure, as Alibaba settled down 1.34% to $126.81 on August 6 following a class action lawsuit filed by Rosen Law Firm. While the recent launch of the Qwen3.8-Max AI model drove a 30-day share price return of 29.21%, the stock faces significant headwinds and legal scrutiny, keeping the year-to-date return down 18.58%.",bearish,bearish,0.7,macd_bearish_cross,127.83000183105469,"The bearish MACD crossover aligns with recent downward price pressure, as Alibaba settled down 1.34% to $126.81 on August 6 following a class action lawsuit filed by Rosen Law Firm. While the recent launch of the Qwen3.8-Max AI model drove a 30-day share price return of 29.21%, the stock faces significant headwinds and legal scrutiny, keeping the year-to-date return down 18.58%.",gemini-flash-lite-latest,2026-08-11T15:49:24.073155+00:00,2026-08-11T15:49:24.075180+00:00,False,,Exhausted 3 retries: Timed out,"['Alibaba shares fell -1.34% to settle at $126.81 on the latest trading day.', 'A class action lawsuit was filed by Rosen Law Firm covering investors who bought stock between June 26, 2025, and June 24, 2026.', 'Alibaba unveiled its Qwen3.8-Max AI model on August 3, contributing to a 30-day share price return of 29.21%.']","['Ongoing class action lawsuit filed by Rosen Law Firm representing investors.', 'Year-to-date share price return remains down 18.58% despite recent 30-day gains.', 'Intense competition in the Chinese AI development space on a near-weekly cadence.']"
162,STX,contradicted,critical,"Quant signal (bearish): MACD (-0.161) crossed below signal line (-0.111). Research verdict CONTRADICTS the technical setup: bullish at 85% confidence -- Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",bearish,bullish,0.85,macd_bearish_cross,816.75,"Recent news and filings support the MACD bullish cross technical trigger for STX at $798.41. The stock's upward momentum is reinforced by strong Q4 earnings, an AI-driven storage boom, faster HAMR adoption, and rising storage prices as highlighted in recent analyst letters and conference preparations.",gemini-flash-lite-latest,2026-08-11T15:51:22.583627+00:00,2026-08-11T15:51:22.596709+00:00,False,,Exhausted 3 retries: Timed out,"['Seagate reported solid Q4 earnings fueled by an AI-driven storage boom and faster HAMR adoption.', 'Recent news highlights rising storage prices, supporting continued positive stock momentum following very large gains over the past year.', 'Company technology leaders are scheduled to present at the Future of Memory and Storage (FMS) 2026 conference, keeping focus on its growth vision.']","['A higher current valuation makes the risk-reward profile more balanced for new positions.', 'Potential volatility tied to broader technology sector sentiment and market cyclicality.']"
163,MSFT,contradicted,critical,"Quant signal (bearish): MACD (-0.075) crossed below signal line (-0.058). Research verdict CONTRADICTS the technical setup: bullish at 85% confidence -- The MACD bullish crossover is supported by strong fundamental news and recent stock momentum. Specifically, Microsoft reported record cloud growth forecasts and strong cash generation leading to a massive single-day gain in late July 2026, alongside reports of ramping up custom silicon production with the Maia 300 AI chip.",bearish,bullish,0.85,macd_bearish_cross,500.4548034667969,"The MACD bullish crossover is supported by strong fundamental news and recent stock momentum. Specifically, Microsoft reported record cloud growth forecasts and strong cash generation leading to a massive single-day gain in late July 2026, alongside reports of ramping up custom silicon production with the Maia 300 AI chip.",gemini-flash-lite-latest,2026-08-11T15:53:22.606335+00:00,2026-08-11T15:53:22.622149+00:00,False,,Exhausted 3 retries: Timed out,"['On July 30, Microsoft shares jumped more than 15% after forecasting stronger-than-expected cloud growth and reaffirming heavy cash generation, adding nearly $450 billion in market value.', 'Recent reports indicate Microsoft is preparing to unveil the Maia 300 AI chip this fall and securing TSMC manufacturing capacity to reduce reliance on expensive Nvidia hardware.', ""Microsoft's 10-K filed on July 29, 2026, shows ongoing share repurchase activity and a stable base of 74,199 registered holders of record as of July 23, 2026.""]","['Macroeconomic or derivative risks, as indicated by historical net losses on derivatives and foreign currency remeasurements reported in annual filings.', 'Intense competition, particularly brought back into focus regarding its rivalry with Alphabet.']"
164,SPCX,contradicted,warning,"Quant signal (bearish): MACD (-0.011) crossed below signal line (0.019). Research verdict CONTRADICTS the technical setup: bullish at 75% confidence -- The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",bearish,bullish,0.75,macd_bearish_cross,134.375,"The MACD bullish crossover is supported by recent positive momentum, with the stock rebounding 21.1% over the past week and climbing back above its IPO price. Recent news highlights surging revenues, profitable Starlink growth, and long-term tailwinds like a massive total addressable market, even though recent high spending and valuation risks remain.",gemini-flash-lite-latest,2026-08-11T16:03:22.648510+00:00,2026-08-11T16:03:22.653542+00:00,False,,Exhausted 3 retries: Bad Gateway,"['Stock rebounded 21.1% over the past week following a prior 24.5% monthly decline.', 'Starlink growth is profitable and AI gains are fast, supported by heavy spending on AI and telecom infrastructure.', 'ARK Invest noted a $28.5 trillion total addressable market outlined in IPO filings.', 'Net cash from financing activities increased by $91,092 million for the six months ended June 30, 2026, driven by IPO proceeds and the SpaceX Notes.']","['Valuation checks currently lean expensive, putting the recent rebound under scrutiny.', 'Heavy spending on AI and telecom infrastructure keeps risks high.', 'Extinguishment of certain debts resulted in a loss on extinguishment of $1,526 million recorded in Other income (expense), net.']"
165,MSTR,confirmed_bearish,critical,"Quant signal (bearish): MACD (0.097) crossed below signal line (0.110). Research verdict agrees with the technical setup: bearish at 85% confidence -- The bearish MACD crossover is supported by ongoing structural and operational headwinds, including recent disclosures of Bitcoin sales to fund dividends and buybacks alongside a massive 90-day share price decline of 47.7%. SEC filings also highlight historical stock volatility and potential material adverse effects from future gains and losses variances under ASU 2023-08. Recent news regarding a $15 billion Bitcoin-backed preferred stock plan introduces further capital structure shifts that compound near-term uncertainty.",bearish,bearish,0.85,macd_bearish_cross,96.2699966430664,"The bearish MACD crossover is supported by ongoing structural and operational headwinds, including recent disclosures of Bitcoin sales to fund dividends and buybacks alongside a massive 90-day share price decline of 47.7%. SEC filings also highlight historical stock volatility and potential material adverse effects from future gains and losses variances under ASU 2023-08. Recent news regarding a $15 billion Bitcoin-backed preferred stock plan introduces further capital structure shifts that compound near-term uncertainty.",gemini-flash-lite-latest,2026-08-11T16:07:25.029225+00:00,2026-08-11T16:07:25.030274+00:00,False,,Exhausted 3 retries: Bad Gateway,"['MACD (0.097) crossed below the signal line (0.110) at a price of 96.27 on August 11, 2026.', 'Recent 2026 news notes that MSTR has shifted to active Bitcoin selling, including over 1,600 Bitcoin sold to fund preferred dividends and buybacks.', 'The stock faces a weak macro backdrop with a 90-day share price return down 47.7% and a 1-year total shareholder return down 74% as of early August 2026.', 'SEC filings (10-Q filed August 3, 2026) warn that significant variances in gains and losses could materially and adversely affect financial results and market prices.']","['Potential material adverse effects on financial results and security market prices stemming from volatile gains and losses.', 'Historical and ongoing high volatility in the market price of Class A common stock.', 'Transition from long-running Bitcoin accumulation to active selling, altering the core value proposition for crypto-focused investors.']"
166,BLSH,confirmed_bearish,critical,"Quant signal (bearish): MACD (0.039) crossed below signal line (0.039). Research verdict agrees with the technical setup: bearish at 85% confidence -- Despite the MACD bullish crossover at 24.20, the fundamental and news context is overwhelmingly negative, creating a strong headwind for the technical signal. BLSH was recently added to the Zacks Rank #5 Strong Sell List on July 24, 2026, and articles note the stock remains overvalued on sales even after a 39% year-to-date decline. Furthermore, earnings expectations suggest the company lacks the key ingredients for an upcoming earnings beat.",bearish,bearish,0.85,macd_bearish_cross,24.524999618530273,"Despite the MACD bullish crossover at 24.20, the fundamental and news context is overwhelmingly negative, creating a strong headwind for the technical signal. BLSH was recently added to the Zacks Rank #5 Strong Sell List on July 24, 2026, and articles note the stock remains overvalued on sales even after a 39% year-to-date decline. Furthermore, earnings expectations suggest the company lacks the key ingredients for an upcoming earnings beat.",gemini-flash-lite-latest,2026-08-11T16:08:22.711290+00:00,2026-08-11T16:08:22.720931+00:00,False,,Exhausted 3 retries: Bad Gateway,"['BLSH was added to the Zacks Rank #5 (Strong Sell) List on July 24, 2026.', 'The stock has experienced a 39% decline year to date.', 'Reports indicate the stock still looks overvalued on sales despite the price drop.']","['Lack of the right combination of ingredients for an upcoming earnings beat.', 'Valuation checks continue to lean expensive rather than cheap, posing ongoing downside risk.', 'Potential disappointment in future revenue and cash flow growth could further deflate the stock price.']"
167,BABA,contradicted,warning,"Quant signal (bullish): MACD (0.013) crossed above signal line (0.012). Research verdict CONTRADICTS the technical setup: bearish at 70% confidence -- The bearish MACD crossover aligns with recent downward price pressure, as Alibaba settled down 1.34% to $126.81 on August 6 following a class action lawsuit filed by Rosen Law Firm. While the recent launch of the Qwen3.8-Max AI model drove a 30-day share price return of 29.21%, the stock faces significant headwinds and legal scrutiny, keeping the year-to-date return down 18.58%.",bullish,bearish,0.7,macd_bullish_cross,127.91000366210938,"The bearish MACD crossover aligns with recent downward price pressure, as Alibaba settled down 1.34% to $126.81 on August 6 following a class action lawsuit filed by Rosen Law Firm. While the recent launch of the Qwen3.8-Max AI model drove a 30-day share price return of 29.21%, the stock faces significant headwinds and legal scrutiny, keeping the year-to-date return down 18.58%.",gemini-flash-lite-latest,2026-08-11T16:10:22.739858+00:00,2026-08-11T16:10:22.745896+00:00,False,,Exhausted 3 retries: Bad Gateway,"['Alibaba shares fell -1.34% to settle at $126.81 on the latest trading day.', 'A class action lawsuit was filed by Rosen Law Firm covering investors who bought stock between June 26, 2025, and June 24, 2026.', 'Alibaba unveiled its Qwen3.8-Max AI model on August 3, contributing to a 30-day share price return of 29.21%.']","['Ongoing class action lawsuit filed by Rosen Law Firm representing investors.', 'Year-to-date share price return remains down 18.58% despite recent 30-day gains.', 'Intense competition in the Chinese AI development space on a near-weekly cadence.']"
168,MSFT,confirmed_bullish,critical,"Quant signal (bullish): MACD (0.032) crossed above signal line (0.023). Research verdict agrees with the technical setup: bullish at 85% confidence -- The MACD bullish crossover is supported by strong fundamental news and recent stock momentum. Specifically, Microsoft reported record cloud growth forecasts and strong cash generation leading to a massive single-day gain in late July 2026, alongside reports of ramping up custom silicon production with the Maia 300 AI chip.",bullish,bullish,0.85,macd_bullish_cross,502.2799987792969,"The MACD bullish crossover is supported by strong fundamental news and recent stock momentum. Specifically, Microsoft reported record cloud growth forecasts and strong cash generation leading to a massive single-day gain in late July 2026, alongside reports of ramping up custom silicon production with the Maia 300 AI chip.",gemini-flash-lite-latest,2026-08-11T16:16:22.821299+00:00,2026-08-11T16:16:22.835418+00:00,False,,Exhausted 3 retries: Timed out,"['On July 30, Microsoft shares jumped more than 15% after forecasting stronger-than-expected cloud growth and reaffirming heavy cash generation, adding nearly $450 billion in market value.', 'Recent reports indicate Microsoft is preparing to unveil the Maia 300 AI chip this fall and securing TSMC manufacturing capacity to reduce reliance on expensive Nvidia hardware.', ""Microsoft's 10-K filed on July 29, 2026, shows ongoing share repurchase activity and a stable base of 74,199 registered holders of record as of July 23, 2026.""]","['Macroeconomic or derivative risks, as indicated by historical net losses on derivatives and foreign currency remeasurements reported in annual filings.', 'Intense competition, particularly brought back into focus regarding its rivalry with Alphabet.']"
169,BLSH,contradicted,critical,"Quant signal (bullish): MACD (-0.019) crossed above signal line (-0.019). Research verdict CONTRADICTS the technical setup: bearish at 85% confidence -- Despite the MACD bullish crossover at 24.20, the fundamental and news context is overwhelmingly negative, creating a strong headwind for the technical signal. BLSH was recently added to the Zacks Rank #5 Strong Sell List on July 24, 2026, and articles note the stock remains overvalued on sales even after a 39% year-to-date decline. Furthermore, earnings expectations suggest the company lacks the key ingredients for an upcoming earnings beat.",bullish,bearish,0.85,macd_bullish_cross,24.539899826049805,"Despite the MACD bullish crossover at 24.20, the fundamental and news context is overwhelmingly negative, creating a strong headwind for the technical signal. BLSH was recently added to the Zacks Rank #5 Strong Sell List on July 24, 2026, and articles note the stock remains overvalued on sales even after a 39% year-to-date decline. Furthermore, earnings expectations suggest the company lacks the key ingredients for an upcoming earnings beat.",gemini-flash-lite-latest,2026-08-11T16:28:22.908340+00:00,2026-08-11T16:28:22.920843+00:00,False,,Exhausted 3 retries: Timed out,"['BLSH was added to the Zacks Rank #5 (Strong Sell) List on July 24, 2026.', 'The stock has experienced a 39% decline year to date.', 'Reports indicate the stock still looks overvalued on sales despite the price drop.']","['Lack of the right combination of ingredients for an upcoming earnings beat.', 'Valuation checks continue to lean expensive rather than cheap, posing ongoing downside risk.', 'Potential disappointment in future revenue and cash flow growth could further deflate the stock price.']"
